"taxon_name","Mass_g","activity_nocturnal","diet","diet_carnivore","diet_granivore","diet_herbivore","diet_inflorescence","diet_invertivore","diet_omnivore","dispersal_HWI","dominant_pyrome","litter_size_n","nest_branch","nest_burrow","nest_cave","nest_ground","nest_hollows","nesting","pyrome_breadth","stratum","stratum_aerial","stratum_arboreal_insessorial","stratum_terrestrial","max_longevity_d","activity_cathemeral","activity_crepuscular","activity_diurnal","dispersal_km","home_range_km2","litters_per_year_n","n_offspring_year","stratum_CWD","stratum_aquatic","stratum_fossorial","stratum_grass_hummock","stratum_saxicolous","hibernation_torpor","volant","COMMON_NAME","TaxaGroup","TAXON_ID","TAXON_TYPE"
"Taeniopygia guttata","12","0","granivore","0","1","0","0","0","0","22.2","3",4.5,"1","0","0","0","0","branch","8","terrestrial","0","0","1",5292.5,NA,NA,NA,NA,NA,2,9,NA,"0","0",NA,"0","0","1","Zebra Finch","Birds",10653,"Passerine birds"
"Thalasseus bergii","328",NA,"carnivore","1","0","0","0","0","0","69.9","1",1,NA,"0","0",NA,NA,NA,"4","aerial","1","0","0",7424.1,NA,NA,NA,NA,NA,1,1,NA,"1","0",NA,"0","0","1","Crested Tern","Birds",10115,"Waders"
"Thinornis cucullatus","100",NA,"carnivore","1","0","0","0","0","0","52","1",2.5,NA,"0","0",NA,NA,NA,"3","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,2.5,NA,"1","0",NA,"0","0","1","Hooded Plover","Birds",10138,"Waders"
"Threskiornis molucca","1794.9","0","carnivore","1","0","0","0","0","0","31.4","1",2.73,"0","0","0","1","0","ground","8","terrestrial","0","0","1",13505,NA,NA,NA,NA,NA,1,2.73,NA,"0","0",NA,"0","0","1","Australian White Ibis","Birds",10179,"Other Non-passerine birds"
"Threskiornis spinicollis","1346.7","0","omnivore","0","0","0","0","0","1","39","1",2.75,"0","0","0","1","0","ground","8","terrestrial","0","0","1",14381,NA,NA,NA,NA,NA,1,2.75,NA,"0","0",NA,"0","0","1","Straw-necked Ibis","Birds",10180,"Other Non-passerine birds"
"Tiliqua nigrolutea","1258.92541179417","0","omnivore","0","0","0","1","1","1",NA,"1",11.5,"0",NA,"0",NA,"0",NA,"5","terrestrial","0","0","1",9125,0,"0","1",1,4,0.5,5.75,"1","0","0","0","0","1","0","Blotched Blue-tongued Lizard","Reptiles",12578,"Reptiles"
"Tiliqua occipitalis","812.8305161641","0","omnivore","0","0","0","1","1","1",NA,"14",5,"0",NA,"0",NA,"0",NA,"8","terrestrial","0","0","1",2701,0,"0","1",1,4,1,5,"0","0","0","1","0","1","0","Western Blue-tongued Lizard","Reptiles",12579,"Reptiles"
"Tiliqua rugosa","1096.47819614319","0","herbivore","0","0","1","1","1","0",NA,"1",2.8,"0",NA,"0",NA,"0",NA,"8","terrestrial","0","0","1",18250,0,"0","1",1,4,1,2.8,"1","0","0","0","0","1","0","Stumpy-tailed Lizard","Reptiles",12583,"Reptiles"
"Tiliqua scincoides","1412.53754462275","0","omnivore","0","0","0","1","1","1",NA,"1",12,"0",NA,"0",NA,"0",NA,"8","terrestrial","0","0","1",10950,1,"0","0",1,4,1,12,"1","0","0","0","0","1","0","Common Blue-tongued Lizard","Reptiles",12580,"Reptiles"
"Todiramphus pyrropygia pyrropygia","51.7","0","invertivore","0","0","0","0","1","0","36.5","14",4,"0","0","0","0","1","hollows","7","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,4,NA,"0","0",NA,"0","0","1","Red-backed Kingfisher","Birds",10325,"Other Non-passerine birds"
"Todiramphus sanctus","53","0","invertivore","0","0","0","0","1","0","30.1","1",4.635,"0","0","0","0","1","hollows","8","insessorial","0","1","0",2950.416666545,NA,NA,NA,NA,NA,1,4.635,NA,"0","0",NA,"0","0","1","Sacred Kingfisher","Birds",10326,"Other Non-passerine birds"
"Tribonyx ventralis","386.3",NA,"omnivore","0","0","0","0","0","1","38.8","3",5.9,NA,"0","0",NA,NA,NA,"8","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,5.9,NA,"0","0",NA,"0","0","1","Black-tailed Native-hen","Birds",10055,"Other Non-passerine birds"
"Trichoglossus chlorolepidotus","87.1","0","inflorescence","0","0","0","1","0","0","51.4","1",2,"0","0","0","0","1","hollows","3","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Scaly-breasted Lorikeet","Birds",10256,"Other Non-passerine birds"
"Trichoglossus haematodus","113.3","0","omnivore","0","0","0","0","0","1","49.7","1",2,"0","0","0","0","1","hollows","8","insessorial","0","1","0",5876.5,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Rainbow Lorikeet","Birds",10254,"Other Non-passerine birds"
"Trichosurus cunninghami","3400","1","herbivore","0","0","1","0","0","0",NA,"4",1.137,"0","0","0","0","1","hollows","4","arboreal","0","1","1",4260.062,0,"0","0",2.078,NA,1.55,1.76235,NA,"0","1",NA,NA,"1","0","Mountain Brushtail Possum","Mammals",11115,"Mammals"
"Trichosurus vulpecula","2001.167","1","herbivore","0","0","1","0","0","0",NA,"1",1.007,"0","0","0","0","1","hollows","8","arboreal","0","1","1",5803.5,0,"0","0",1.552,0.03,1.6,1.6112,NA,"0","1",NA,NA,"0","0","Common Brushtail Possum","Mammals",11113,"Mammals"
"Tringa brevipes","127",NA,"carnivore","1","0","0","0","0","0","54.8","1",4,NA,"0","0",NA,NA,NA,"3","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,4,NA,"1","0",NA,"0","0","1","Grey-tailed Tattler","Birds",10155,"Waders"
"Tringa nebularia","187","0","carnivore","1","0","0","0","0","0","52.1","1",4,"0","0","0","1","0","ground","7","terrestrial","0","0","1",8912.205,NA,NA,NA,NA,NA,1,4,NA,"1","0",NA,"0","0","1","Common Greenshank","Birds",10158,"Waders"
"Tringa stagnatilis","77.5","0","carnivore","1","0","0","0","0","0","51.7","1",4,"0","0","0","1","0","ground","8","terrestrial","0","0","1",2591.5,NA,NA,NA,NA,NA,1,4,NA,"1","0",NA,"0","0","1","Marsh Sandpiper","Birds",10159,"Waders"
"Turnix pyrrhothorax","45.7","0","omnivore","0","0","0","0","0","1","36.7","14",4,"0","0","0","1","0","ground","6","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,4,NA,"0","0",NA,"0","0","1","Red-chested Button-quail","Birds",10019,"Other Non-passerine birds"
"Turnix varia","90.2","0","omnivore","0","0","0","0","0","1","36.8","1",3.575,"0","0","0","1","0","ground","8","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,3.575,NA,"0","0",NA,"0","0","1","Painted Button-quail","Birds",10014,"Other Non-passerine birds"
"Turnix velox","44.3","0","granivore","0","1","0","0","0","0","35.1","3",3.58,"0","0","0","1","0","ground","8","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,3.58,NA,"0","0",NA,"0","0","1","Little Button-quail","Birds",10018,"Other Non-passerine birds"
"Tympanocryptis petersi",NA,NA,"invertivore","0","0","0","0","1","0",NA,"14",NA,"0",NA,"0",NA,"0",NA,"4",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","1","0","Lined Earless Dragon","Reptiles",62921,"Reptiles"
"Tympanocryptis pinguicolla","8.7096358995608","0","carnivore","1","0","0","0","1","0",NA,"1",NA,"0",NA,"0",NA,"0",NA,"2","terrestrial","0","0","1",1825,0,"0","1",0.1,0.5,NA,NA,"0","0","0","1","0","1","0","Grassland Earless Dragon","Reptiles",12922,"Reptiles"
"Tyto javanica","403.3","1","carnivore","1","0","0","0","0","0","39.7","1",5.15,"0","0","0","0","1","hollows","8","insessorial","0","1","0",12410,NA,NA,NA,NA,NA,1.75,9.0125,NA,"0","0",NA,"0","0","1","Pacific Barn Owl","Birds",10249,"Other Non-passerine birds"
"Tyto novaehollandiae","631.9","1","carnivore","1","0","0","0","0","0","40.5","4",2.6,NA,"0","0",NA,NA,NA,"5","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,2.6,NA,"0","0",NA,"0","0","1","Masked Owl","Birds",10250,"Other Non-passerine birds"
"Tyto tenebricosa","660.6","1","carnivore","1","0","0","0","0","0","27.7","4",2,NA,"0","0",NA,NA,NA,"4","generalist","0","0","0",NA,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Sooty Owl","Birds",10253,"Other Non-passerine birds"
"Underwoodisaurus milii","26.9153480392692","1","carnivore","1","0","0","0","1","0",NA,"1",2,"0",NA,"0",NA,"0",NA,"7","terrestrial","0","0","1",6570,0,"0","0",0.07,0.02,8,16,"1","0","0","0","0","1","0","Thick-tailed Barking Gecko","Reptiles",12138,"Reptiles"
"Uperoleia laevigata","1.31","1",NA,"0","0","1","0","1","0",NA,"4",NA,"0","1","0","1","0",NA,"4",NA,"0","0","1",NA,NA,NA,NA,NA,NA,1,NA,NA,"1","1",NA,"0","1","0","Smooth Toadlet","Amphibians",13158,"Amphibians"
"Uperoleia martini","0.59",NA,NA,"0","0","1","0","1","0",NA,"4",200,"0","1","0","1","0",NA,"3",NA,"0","0","1",NA,NA,NA,NA,NA,NA,1,200,NA,"1","1",NA,"0","1","0","Martin's Toadlet","Amphibians",13930,"Amphibians"
"Uperoleia rugosa","1.38",NA,NA,"0","0","1","0","1","0",NA,"3",225,"0","1","0","1","0",NA,"3",NA,"0","0","1",NA,NA,NA,NA,NA,NA,1,225,NA,"1","1",NA,"0","1","0","Rugose Toadlet","Amphibians",13151,"Amphibians"
"Uperoleia tyleri","1.04",NA,NA,"0","0","1","0","1","0",NA,"4",NA,"0","1","0","1","0",NA,"3",NA,"0","0","1",NA,NA,NA,NA,NA,NA,1,NA,NA,"1","1",NA,"0","1","0","Tyler's Toadlet","Amphibians",13931,"Amphibians"
"Vanellus miles","387","0","invertivore","0","0","0","0","1","0","36","1",4,"0","0","0","1","0","ground","8","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,4,NA,"1","0",NA,"0","0","1","Masked Lapwing","Birds",10133,"Waders"
"Vanellus tricolor","184","0","omnivore","0","0","0","0","0","1","44.1","3",4,"0","0","0","1","0","ground","8","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,4,NA,"1","0",NA,"0","0","1","Banded Lapwing","Birds",10135,"Waders"
"Varanus gouldii","6918.30970918936","0","carnivore","1","0","0","0","1","0",NA,"1",9.8,"0",NA,"0",NA,"0",NA,"7","terrestrial","0","0","1",6679.5,0,"0","1",1,9,1,9.8,"1","0","0","0","0","1","0","Sand Goanna","Reptiles",12271,"Reptiles"
"Varanus rosenbergi","3019.95172040202","0","carnivore","1","0","0","0","1","0",NA,"1",12.5,"0",NA,"0",NA,"0",NA,"4","terrestrial","0","0","1",6679.5,0,"0","1",1.75,17.5,1,12.5,"0","0","0","0","0","1","0","Rosenberg's Goanna","Reptiles",12287,"Reptiles"
"Varanus varius","10715.1930523761","0","carnivore","1","0","0","0","0","0",NA,"1",9.7,"0",NA,"0",NA,"0",NA,"7",NA,"0","1","1",8030,0,"0","1",4,45,3,29.1,"1","0","0","0","0","1","0","Lace Monitor","Reptiles",12283,"Reptiles"
"Vermicella annulata","141.253754462275","1","carnivore","1","0","0","0","0","0",NA,"14",7.7,"0",NA,"0",NA,"0",NA,"7",NA,"0","0","1",2191.68,0,"0","0",0.1,0.3,1,7.7,"0","0","1","0","0","1","0","Bandy Bandy","Reptiles",12734,"Reptiles"
"Vespadelus baverstocki","4.3","1","invertivore","0","0","0","0","1","0",NA,"14",1.755,"0","0","0","0","1","hollows","4","aerial","1","0","0",908.091,0,"0","0",NA,NA,1.155,2.027025,NA,"0","1",NA,NA,"1","1","Inland Forest Bat","Mammals",11819,"Bats"
"Vespadelus darlingtoni","6.06","1","invertivore","0","0","0","0","1","0",NA,"4",1,"0","0","0","0","1","hollows","8","aerial","1","0","0",91.25,0,"0","0",NA,NA,1.037,1.037,NA,"0","1",NA,NA,"1","1","Large Forest Bat","Mammals",11381,"Bats"
"Vespadelus regulus","5.05","1","invertivore","0","0","0","0","1","0",NA,"4",1,"0","0","0","0","1","hollows","8","aerial","1","0","0",4067.368,0,"0","0",NA,NA,1,1,NA,"0","1",NA,NA,"1","1","Southern Forest Bat","Mammals",11378,"Bats"
"Vespadelus vulturnus","3.77","1","invertivore","0","0","0","0","1","0",NA,"1",1,"0","0","0","0","1","hollows","8","aerial","1","0","0",212.917,0,"0","0",NA,NA,1,1,NA,"0","1",NA,NA,"1","1","Little Forest Bat","Mammals",11379,"Bats"
"Vombatus ursinus","25750","1","herbivore","0","0","1","0","0","0",NA,"4",1,"0","1","0","0","0","burrow","4","terrestrial","0","0","1",10959.125,0,"0","0",6.328,0.08,0.77,0.77,NA,"0","1",NA,NA,"1","0","Common Wombat","Mammals",11165,"Mammals"
"Wallabia bicolor","14812.475","1","herbivore","0","0","1","0","0","0",NA,"4",1.02,"0","0","0","1","0","ground","8","terrestrial","0","0","1",6132,0,"0","0",4.668,0.11,1.4,1.428,NA,"0","1",NA,NA,"0","0","Black Wallaby","Mammals",11242,"Mammals"
"Xenus cinereus","78.8","0","carnivore","1","0","0","0","0","0","54.6","1",4,"0","0","0","1","0","ground","4","terrestrial","0","0","1",5840,NA,NA,NA,NA,NA,1,4,NA,"1","0",NA,"0","0","1","Terek Sandpiper","Birds",10160,"Waders"
"Zoothera lunulata","130","0","invertivore","0","0","0","0","1","0","27.5","4",3.25,"1","0","0","0","0","branch","4","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,3.25,NA,"0","0",NA,"0","0","1","Bassian Thrush","Birds",10779,"Passerine birds"
"Zosterops lateralis","12.7","0","omnivore","0","0","0","0","0","1","25.3","1",3.15,"1","0","0","0","0","branch","8","insessorial","0","1","0",2980.833333455,NA,NA,NA,NA,NA,2.5,7.875,NA,"0","0",NA,"0","0","1","Silvereye","Birds",10574,"Passerine birds"
