"taxon_name","Mass_g","activity_nocturnal","diet","diet_carnivore","diet_granivore","diet_herbivore","diet_inflorescence","diet_invertivore","diet_omnivore","dispersal_HWI","dominant_pyrome","litter_size_n","nest_branch","nest_burrow","nest_cave","nest_ground","nest_hollows","nesting","pyrome_breadth","stratum","stratum_aerial","stratum_arboreal_insessorial","stratum_terrestrial","max_longevity_d","activity_cathemeral","activity_crepuscular","activity_diurnal","dispersal_km","home_range_km2","litters_per_year_n","n_offspring_year","stratum_CWD","stratum_aquatic","stratum_fossorial","stratum_grass_hummock","stratum_saxicolous","hibernation_torpor","volant","COMMON_NAME","TaxaGroup","TAXON_ID","TAXON_TYPE"
"Eudynamys orientalis","194.9","0","inflorescence","0","0","0","1","0","0","23.9","1",1,NA,"0","0",NA,NA,NA,"4","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,1,NA,"0","0",NA,"0","0","1","Eastern Koel","Birds",10347,"Other Non-passerine birds"
"Eulamprus heatwolei","21.8776162394955","0","carnivore","1","0","0","0","1","0",NA,"4",4,"0",NA,"0",NA,"0",NA,"5",NA,"0","0","0",3002.23871921182,0,"0","1",0.02,0.02,1,4,"1","1","0","0","0","1","0","Yellow-bellied Water Skink","Reptiles",12957,"Reptiles"
"Eulamprus kosciuskoi","12.8824955169313","0","carnivore","1","0","0","0","1","0",NA,"4",3.1,"0",NA,"0",NA,"0",NA,"1",NA,"0","0","0",1095,0,"0","1",0.02,0.02,1,3.1,"0","1","0","0","0","1","0","Alpine Water Skink","Reptiles",12550,"Reptiles"
"Eulamprus quoyii","44.6683592150963","0","carnivore","1","0","0","0","1","0",NA,"13",6.7,"0",NA,"0",NA,"0",NA,"6",NA,"0","0","0",3002.23871921182,0,"0","1",0.02,0.02,2,13.4,"0","1","0","0","0","1","0","Eastern Water Skink","Reptiles",12557,"Reptiles"
"Eulamprus tympanum marnieae","21.3796208950223","0","carnivore","1","0","0","0","1","0",NA,"3",3.86,"0",NA,"0",NA,"0",NA,"4",NA,"0","1","1",5475,0,"0","1",0.01,0.01,1,3.86,"0","1","0","0","0","1","0","Corangamite Water Skink","Reptiles",62958,"Reptiles"
"Eulamprus tympanum tympanum","21.3796208950223","0","carnivore","1","0","0","0","1","0",NA,"4",3.86,"0",NA,"0",NA,"0",NA,"5",NA,"0","1","1",5475,0,"0","1",0.02,0.02,1,3.86,"1","1","0","0","0","1","0","Southern Water Skink","Reptiles",62956,"Reptiles"
"Eurostopodus argus","93.4","1","invertivore","0","0","0","0","1","0","51.4","3",1,"0","0","0","1","0","ground","8","aerial","1","0","0",NA,NA,NA,NA,NA,NA,1,1,NA,"0","0",NA,"0","0","1","Spotted Nightjar","Birds",10331,"Other Non-passerine birds"
"Eurostopodus mystacalis","134.5","1","invertivore","0","0","0","0","1","0","54","4",1,"0","0","0","1","0","ground","5","aerial","1","0","0",NA,NA,NA,NA,NA,NA,1,1,NA,"0","0",NA,"0","0","1","White-throated Nightjar","Birds",10330,"Other Non-passerine birds"
"Eurystomus orientalis","143","0","invertivore","0","0","0","0","1","0","36.9","3",3.5,"0","0","0","0","1","hollows","7","aerial","1","0","0",NA,NA,NA,NA,NA,NA,1,3.5,NA,"0","0",NA,"0","0","1","Dollarbird","Birds",10318,"Other Non-passerine birds"
"Falco berigora","587","0","carnivore","1","0","0","0","0","0","50.7","1",2.895,"1","0","0","0","0","branch","8","generalist","0","0","0",8760,NA,NA,NA,NA,NA,1,2.895,NA,"0","0",NA,"0","0","1","Brown Falcon","Birds",10239,"Other Non-passerine birds"
"Falco cenchroides","170.5","0","invertivore","0","0","0","0","1","0","54.1","1",4,"1","0","0","0","0","branch","8","generalist","0","0","0",NA,NA,NA,NA,NA,NA,1,4,NA,"0","0",NA,"0","0","1","Nankeen Kestrel","Birds",10240,"Other Non-passerine birds"
"Falco hypoleucos","457.2","0","carnivore","1","0","0","0","0","0","50.6","3",3,"1","0","0","0","0","branch","7","aerial","1","0","0",NA,NA,NA,NA,NA,NA,1,3,NA,"0","0",NA,"0","0","1","Grey Falcon","Birds",10236,"Other Non-passerine birds"
"Falco longipennis","249.8","0","carnivore","1","0","0","0","0","0","58.8","1",2.8,"1","0","0","0","0","branch","8","aerial","1","0","0",3832.5,NA,NA,NA,NA,NA,1,2.8,NA,"0","0",NA,"0","0","1","Australian Hobby","Birds",10235,"Other Non-passerine birds"
"Falco peregrinus","760","0","carnivore","1","0","0","0","0","0","52.2","1",3.5,"1","0","0","0","0","branch","8","aerial","1","0","0",9125,NA,NA,NA,NA,NA,1,3.5,NA,"0","0",NA,"0","0","1","Peregrine Falcon","Birds",10237,"Other Non-passerine birds"
"Falco subniger","776","0","carnivore","1","0","0","0","0","0","48.6","1",3.5,"1","0","0","0","0","branch","8","generalist","0","0","0",NA,NA,NA,NA,NA,NA,1,3.5,NA,"0","0",NA,"0","0","1","Black Falcon","Birds",10238,"Other Non-passerine birds"
"Falcunculus frontatus","27.9","0","invertivore","0","0","0","0","1","0","20.5","1",2.7,"1","0","0","0","0","branch","7","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,2.7,NA,"0","0",NA,"0","0","1","Crested Shrike-tit","Birds",10416,"Passerine birds"
"Falsistrellus tasmaniensis","22.54","1","invertivore","0","0","0","0","1","0",NA,"4",1.324,"0","0","0","0","1","hollows","4","aerial","1","0","0",6386.869,0,"0","0",NA,NA,0.98,1.29752,NA,"0","1",NA,NA,"1","1","Eastern False Pipistrelle","Mammals",11372,"Bats"
"Fulica atra","717.1","0","herbivore","0","0","1","0","0","0","39.6","1",7.6,"0","0","0","1","0","ground","8","generalist","0","0","0",11789.5,NA,NA,NA,NA,NA,1.5,11.4,NA,"0","0",NA,"0","0","1","Eurasian Coot","Birds",10059,"Other Non-passerine birds"
"Furina diadema","20.4173794466953","1","carnivore","1","0","0","0","0","0",NA,"13",3.2,"0",NA,"0",NA,"0",NA,"3","terrestrial","0","0","1",912.5,0,"0","0",0.05,0.1,1,3.2,"1","0","0","0","0","1","0","Red-naped Snake","Reptiles",12669,"Reptiles"
"Gallinago hardwickii","151.3","0","carnivore","1","0","0","0","0","0","48.4","3",4,"0","0","0","1","0","ground","7","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,4,NA,"0","0",NA,"0","0","1","Latham's Snipe","Birds",10168,"Other Non-passerine birds"
"Gallinula tenebrosa","530.1","0","omnivore","0","0","0","0","0","1","33.2","1",9,"0","0","0","1","0","ground","8","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,2,18,NA,"0","0",NA,"0","0","1","Dusky Moorhen","Birds",10056,"Other Non-passerine birds"
"Gallirallus philippensis","205.9","0","omnivore","0","0","0","0","0","1","26.5","1",5.7,"0","0","0","1","0","ground","7","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,2,11.4,NA,"0","0",NA,"0","0","1","Buff-banded Rail","Birds",10046,"Other Non-passerine birds"
"Gehyra variegata","7.41310241300917","0","carnivore","1","0","0","0","1","0",NA,"14",1,"0",NA,"0",NA,"0",NA,"5",NA,"0","1","0",10220,1,"0","0",0.05,1000,2,2,"1","0","0","0","1","1","0","Tree Dtella","Reptiles",12092,"Reptiles"
"Gelochelidon nilotica macrotarsa","218.3",NA,"omnivore","0","0","0","0","0","1","67","3",3,"0","0","0","1","0","ground","8","aerial","1","0","0",5840,NA,NA,NA,NA,NA,1,3,NA,"1","0",NA,"0","0","1","Gull-billed Tern","Birds",10111,"Waders"
"Geocrinia laevis","0.92",NA,NA,"0","0","1","0","1","0",NA,"1",180,"0","0","0","1","0",NA,"3",NA,"0","0","1",NA,NA,NA,NA,NA,NA,1,180,NA,"1","1",NA,"0","1","0","Southern Smooth Froglet","Amphibians",13029,"Amphibians"
"Geocrinia victoriana","1.57",NA,NA,"0","0","1","0","1","0",NA,"4",200,"0","1","0","1","0",NA,"4",NA,"0","0","1",NA,NA,NA,NA,NA,NA,1,200,NA,"1","1",NA,"0","1","0","Victorian Smooth Froglet","Amphibians",13033,"Amphibians"
"Geopelia cuneata","31.6","0","granivore","0","1","0","0","0","0","35.6","3",2,"1","0","0","0","0","branch","8","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Diamond Dove","Birds",10031,"Other Non-passerine birds"
"Geopelia humeralis","128.4","0","granivore","0","1","0","0","0","0","30.2","3",2,NA,"0","0",NA,NA,NA,"3","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Bar-shouldered Dove","Birds",10032,"Other Non-passerine birds"
"Geopelia striata","56.6","0","granivore","0","1","0","0","0","0","27.7","3",2,"1","0","0","0","0","branch","8","terrestrial","0","0","1",5110,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Peaceful Dove","Birds",10030,"Other Non-passerine birds"
"Gerygone fusca","5.4","0","invertivore","0","0","0","0","1","0","20.6","1",2.45,"1","0","0","0","0","branch","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,2.45,NA,"0","0",NA,"0","0","1","Western Gerygone","Birds",10463,"Passerine birds"
"Gerygone mouki","5.2","0","invertivore","0","0","0","0","1","0","16","4",2.45,"1","0","0","0","0","branch","3","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,2.45,NA,"0","0",NA,"0","0","1","Brown Gerygone","Birds",10454,"Passerine birds"
"Gerygone olivacea","6.7","0","invertivore","0","0","0","0","1","0","18.9","1",2.7,"1","0","0","0","0","branch","7","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,2.7,NA,"0","0",NA,"0","0","1","White-throated Gerygone","Birds",10453,"Passerine birds"
"Glossopsitta concinna","70.5","0","omnivore","0","0","0","0","0","1","53.4","1",2,"0","0","0","0","1","hollows","8","insessorial","0","1","0",4197.5,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Musk Lorikeet","Birds",10258,"Other Non-passerine birds"
"Glossopsitta porphyrocephala","44.7","0","inflorescence","0","0","0","1","0","0","54.2","1",3.5,"0","0","0","0","1","hollows","8","insessorial","0","1","0",4380,NA,NA,NA,NA,NA,1,3.5,NA,"0","0",NA,"0","0","1","Purple-crowned Lorikeet","Birds",10259,"Other Non-passerine birds"
"Glossopsitta pusilla","39.4","0","omnivore","0","0","0","0","0","1","54.7","1",3.95,"0","0","0","0","1","hollows","7","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,3.95,NA,"0","0",NA,"0","0","1","Little Lorikeet","Birds",10260,"Other Non-passerine birds"
"Grallina cyanoleuca","82.6","0","carnivore","1","0","0","0","0","0","26.6","1",3.5,"1","0","0","0","0","branch","8","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,2,7,NA,"0","0",NA,"0","0","1","Magpie-lark","Birds",10415,"Passerine birds"
"Grantiella picta","21.5","0","omnivore","0","0","0","0","0","1","34.6","3",2,"1","0","0","0","0","branch","6","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Painted Honeyeater","Birds",10598,"Passerine birds"
"Gymnobelideus leadbeateri","133.66","1","omnivore","0","0","1","0","1","1",NA,"1",1.54,"0","0","0","0","1","hollows","2","arboreal","0","1","1",5146.5,0,"0","0",0.35,0.01,2,3.08,NA,"0","1",NA,NA,"0","0","Leadbeater's Possum","Mammals",11141,"Mammals"
"Haematopus fuliginosus","819","0","carnivore","1","0","0","0","0","0","44.7","1",2.15,"0","0","0","1","0","ground","3","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,2.15,NA,"1","0",NA,"0","0","1","Sooty Oystercatcher","Birds",10131,"Waders"
"Haematopus longirostris","613.9","0","carnivore","1","0","0","0","0","0","49.9","1",2.8,"0","0","0","1","0","ground","4","terrestrial","0","0","1",15816.66666545,NA,NA,NA,NA,NA,1,2.8,NA,"1","0",NA,"0","0","1","Pied Oystercatcher","Birds",10130,"Waders"
"Haliaeetus leucogaster","2827","0","carnivore","1","0","0","0","0","0","41.3","1",2,"1","0","0","0","0","branch","7","aerial","1","0","0",3802.08333455,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","White-bellied Sea-Eagle","Birds",10226,"Other Non-passerine birds"
"Haliastur sphenurus","753","0","omnivore","0","0","0","0","0","1","45.6","1",2,"1","0","0","0","0","branch","8","aerial","1","0","0",4015,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Whistling Kite","Birds",10228,"Other Non-passerine birds"
"Heleioporus australiacus","56.59","1",NA,"0","0","1","0","1","0",NA,"4",1239,"0","1","0","1","0",NA,"3",NA,"0","0","1",NA,NA,NA,NA,NA,NA,1,1239,NA,"1","1",NA,"0","1","0","Giant Burrowing Frog","Amphibians",13042,"Amphibians"
"Hemiergis decresiensis","3.54813389233576","0","carnivore","1","0","0","0","1","0",NA,"4",4.5,"0",NA,"0",NA,"0",NA,"4","fossorial","0","0","0",876,1,"0","0",0.03,0.01,1,4.5,"0","0","1","0","0","1","0","Three-toed Skink","Reptiles",12441,"Reptiles"
"Hemiergis peronii","10.2329299228075","0","carnivore","1","0","0","0","1","0",NA,"1",3.36,"0",NA,"0",NA,"0",NA,"5",NA,"0","0","1",2556.96,1,"0","0",0.03,0.02,1,3.36,"1","0","1","0","0","1","0","Four-toed Skink","Reptiles",12446,"Reptiles"
"Heteronotia binoei","4.89778819368446","1","carnivore","1","0","0","0","1","0",NA,"14",2,"0",NA,"0",NA,"0",NA,"4","terrestrial","0","0","1",4964,0,"0","0",0.1,0.5,4,8,"1","0","0","0","0","1","0","Bynoe's Gecko","Reptiles",12105,"Reptiles"
"Hieraaetus morphnoides","775.1","0","carnivore","1","0","0","0","0","0","44.9","1",1.825,"1","0","0","0","0","branch","8","generalist","0","0","0",3759.5,NA,NA,NA,NA,NA,1,1.825,NA,"0","0",NA,"0","0","1","Little Eagle","Birds",10225,"Other Non-passerine birds"
"Hirundapus caudacutus","95.5","0","invertivore","0","0","0","0","1","0","72.2","4",3.7,NA,"0","0",NA,NA,NA,"7","aerial","1","0","0",NA,NA,NA,NA,NA,NA,1,3.7,NA,"0","0",NA,"0","0","1","White-throated Needletail","Birds",10334,"Other Non-passerine birds"
"Hirundo neoxena","14.7","0","invertivore","0","0","0","0","1","0","51.8","1",3.5,"1","0","0","0","0","branch","8","aerial","1","0","0",2524.583333455,NA,NA,NA,NA,NA,2.5,8.75,NA,"0","0",NA,"0","0","1","Welcome Swallow","Birds",10357,"Passerine birds"
"Hydromys chrysogaster","738.085","0","carnivore","1","0","0","0","1","0",NA,"1",3.8,"0","1","0","0","0","burrow","8","terrestrial","0","0","1",2664.5,0,"1","0",5.601,NA,2.12,8.056,NA,"0","1",NA,NA,"0","0","Water Rat","Mammals",11415,"Mammals"
"Hydroprogne caspia","655",NA,"carnivore","1","0","0","0","0","0","65.1","1",2.225,"0","0","0","1","0","ground","8","aerial","1","0","0",10950,NA,NA,NA,NA,NA,1,2.225,NA,"1","0",NA,"0","0","1","Caspian Tern","Birds",10112,"Waders"
"Intellagama lesueurii howittii","912.01083935591","0","omnivore","0","0","0","1","1","1",NA,"4",12,"0",NA,"0",NA,"0",NA,"3",NA,"0","0","0",10220,0,"0","1",NA,NA,4,48,"1","1","0","0","0","1","0","Gippsland Water Dragon","Reptiles",62919,"Reptiles"
"Isoodon obesulus obesulus","717","1","omnivore","0","0","0","0","1","1",NA,"1",2.53,"0","0","0","1","0","ground","4","terrestrial","0","0","1",2372.5,0,"0","0",5.522,0.01,2.2,5.566,NA,"0","1",NA,NA,"0","0","Southern Brown Bandicoot","Mammals",61092,"Mammals"
"Lalage sueurii","26","0","invertivore","0","0","0","0","1","0","28.5","1",2,"1","0","0","0","0","branch","8","generalist","0","0","0",NA,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","White-winged Triller","Birds",10430,"Passerine birds"
"Lampropholis delicata","3.23593656929628","0","carnivore","1","0","0","0","1","0",NA,"4",4.7,"0",NA,"0",NA,"0",NA,"5","terrestrial","0","0","1",1460,0,"0","1",0.05,0.04,2,9.4,"1","0","0","0","0","1","0","Delicate Skink","Reptiles",12450,"Reptiles"
"Lampropholis guichenoti","2.75422870333817","0","carnivore","1","0","0","0","1","0",NA,"4",3.8,"0",NA,"0",NA,"0",NA,"8","terrestrial","0","0","1",1825,0,"0","1",0.05,0.04,2,7.6,"0","0","0","0","0","1","0","Garden Skink","Reptiles",12451,"Reptiles"
"Larus dominicanus","952.4","0","omnivore","0","0","0","0","0","1","55.6","1",2.35,"0","0","0","1","0","ground","8","generalist","0","0","0",4775.41666545,NA,NA,NA,NA,NA,1,2.35,NA,"1","0",NA,"0","0","1","Kelp Gull","Birds",10981,"Waders"
"Larus pacificus pacificus","1292","0","carnivore","1","0","0","0","0","0","54.4","1",2.2,"0","0","0","1","0","ground","4","generalist","0","0","0",5292.5,NA,NA,NA,NA,NA,1,2.2,NA,"1","0",NA,"0","0","1","Pacific Gull","Birds",60126,"Waders"
"Lathamus discolor","64.7","0","inflorescence","0","0","0","1","0","0","53","3",4.225,"0","0","0","0","1","hollows","5","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,4.225,NA,"0","0",NA,"0","0","1","Swift Parrot","Birds",10309,"Other Non-passerine birds"
"Leipoa ocellata","1913.9","0","omnivore","0","0","0","0","0","1","31","1",18.6,"0","0","0","1","0","ground","6","terrestrial","0","0","1",2737.5,NA,NA,NA,NA,NA,1,18.6,NA,"0","0",NA,"0","0","1","Malleefowl","Birds",10007,"Other Non-passerine birds"
"Lerista bougainvillii","8.7096358995608","0","carnivore","1","0","0","0","1","0",NA,"1",2.85,"0",NA,"0",NA,"0",NA,"8",NA,"0","0","1",2556.96,1,"0","0",0.04,0.03,1,2.85,"0","0","1","0","0","1","0","Bougainville's Skink","Reptiles",12475,"Reptiles"
"Lerista punctatovittata","7.2443596007499","0","carnivore","1","0","0","0","1","0",NA,"14",3.3,"0",NA,"0",NA,"0",NA,"6",NA,"0","0","1",3002.23871921182,1,"0","0",0.05,0.03,3,9.9,"0","0","1","0","0","1","0","Spotted Burrowing Skink","Reptiles",12499,"Reptiles"
"Lerista timida","1.28824955169313","0","carnivore","1","0","0","0","1","0",NA,"13",2,"0",NA,"0",NA,"0",NA,"5",NA,"0","0","1",3002.23871921182,0,"0","1",0.03,0.02,1,2,"1","0","1","0","0","1","0","Dwarf Burrowing Skink","Reptiles",12492,"Reptiles"
"Leucosarcia melanoleuca","428.6","0","omnivore","0","0","0","0","0","1","32.3","4",2,"1","0","0","0","0","branch","4","terrestrial","0","0","1",5949.5,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Wonga Pigeon","Birds",10044,"Other Non-passerine birds"
"Lewinia pectoralis","78.1","0","carnivore","1","0","0","0","0","0","19.7","1",5,NA,"0","0",NA,NA,NA,"5","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,5,NA,"0","0",NA,"0","0","1","Lewin's Rail","Birds",10045,"Other Non-passerine birds"
"Lialis burtonis","24.5470891568503","0","carnivore","1","0","0","0","0","0",NA,"1",2,"0",NA,"0",NA,"0",NA,"7","terrestrial","0","0","1",2191.68,1,"0","0",0.2,0.5,2,4,"1","0","0","1","0","1","0","Burton's Snake-Lizard","Reptiles",12170,"Reptiles"
"Lichenostomus chrysops","17.3","0","omnivore","0","0","0","0","0","1","19.5","4",2.375,"1","0","0","0","0","branch","7","insessorial","0","1","0",4684.16666545,NA,NA,NA,NA,NA,1,2.375,NA,"0","0",NA,"0","0","1","Yellow-faced Honeyeater","Birds",10614,"Passerine birds"
"Lichenostomus cratitius","20.3","0","omnivore","0","0","0","0","0","1","19.7","14",2,"1","0","0","0","0","branch","6","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Purple-gaped Honeyeater","Birds",10620,"Passerine birds"
"Lichenostomus fuscus","17.7","0","invertivore","0","0","0","0","1","0","21.1","1",2.05,"1","0","0","0","0","branch","8","insessorial","0","1","0",4836.25,NA,NA,NA,NA,NA,1,2.05,NA,"0","0",NA,"0","0","1","Fuscous Honeyeater","Birds",10613,"Passerine birds"
"Lichenostomus leucotis","23.9","0","invertivore","0","0","0","0","1","0","17.3","1",2.045,"1","0","0","0","0","branch","8","insessorial","0","1","0",2281.25,NA,NA,NA,NA,NA,1,2.045,NA,"0","0",NA,"0","0","1","White-eared Honeyeater","Birds",10617,"Passerine birds"
"Lichenostomus melanops","32.3","0","omnivore","0","0","0","0","0","1","19.6","1",2,"1","0","0","0","0","branch","8","insessorial","0","1","0",4045.41666545,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Yellow-tufted Honeyeater","Birds",10619,"Passerine birds"
"Lichenostomus melanops cassidix","32.3","0","omnivore","0","0","0","0","0","1","19.6","1",2,"1","0","0","0","0","branch","8","insessorial","0","1","0",4045.41666545,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Helmeted Honeyeater","Birds",60618,"Passerine birds"
"Lichenostomus ornatus","17.6","0","omnivore","0","0","0","0","0","1","25.1","1",2.045,"1","0","0","0","0","branch","8","insessorial","0","1","0",2950.416666545,NA,NA,NA,NA,NA,1,2.045,NA,"0","0",NA,"0","0","1","Yellow-plumed Honeyeater","Birds",10622,"Passerine birds"
"Lichenostomus penicillatus","19.4","0","omnivore","0","0","0","0","0","1","21.4","1",2.355,"1","0","0","0","0","branch","8","insessorial","0","1","0",3923.75,NA,NA,NA,NA,NA,1,2.355,NA,"0","0",NA,"0","0","1","White-plumed Honeyeater","Birds",10625,"Passerine birds"
"Lichenostomus virescens","23.3","0","invertivore","0","0","0","0","1","0","18.2","1",2.145,"1","0","0","0","0","branch","8","insessorial","0","1","0",1977.083333455,NA,NA,NA,NA,NA,1,2.145,NA,"0","0",NA,"0","0","1","Singing Honeyeater","Birds",10608,"Passerine birds"
"Limnodynastes dumerilii","15.31",NA,NA,"0","0","1","0","1","0",NA,"1",3900,"0","1","0","1","0",NA,"8",NA,"0","0","1",NA,NA,NA,NA,NA,NA,1,3900,NA,"1","1",NA,"0","1","0","Southern Bullfrog (ssp. unknown)","Amphibians",13058,"Amphibians"
"Limnodynastes dumerilii dumerilii","15.31",NA,NA,"0","0","1","0","1","0",NA,"1",3900,"0","1","0","1","0",NA,"8",NA,"0","0","1",NA,NA,NA,NA,NA,NA,1,3900,NA,"1","1",NA,"0","1","0","Pobblebonk Frog","Amphibians",63913,"Amphibians"
"Limnodynastes dumerilii insularis","15.31",NA,NA,"0","0","1","0","1","0",NA,"1",3900,"0","1","0","1","0",NA,"8",NA,"0","0","1",NA,NA,NA,NA,NA,NA,1,3900,NA,"1","1",NA,"0","1","0","Pobblebonk Frog","Amphibians",63914,"Amphibians"
"Limnodynastes dumerilii variegatus","15.31",NA,NA,"0","0","1","0","1","0",NA,"1",3900,"0","1","0","1","0",NA,"8",NA,"0","0","1",NA,NA,NA,NA,NA,NA,1,3900,NA,"1","1",NA,"0","1","0","Pobblebonk Frog","Amphibians",63915,"Amphibians"
"Limnodynastes interioris","36.45",NA,NA,"0","0","1","0","1","0",NA,"3",1100,"0","1","0","1","0",NA,"6",NA,"0","0","1",NA,NA,NA,NA,NA,NA,1,1100,NA,"1","1",NA,"0","1","0","Giant Bullfrog","Amphibians",13060,"Amphibians"
"Limnodynastes peronii","12.17","1",NA,"0","0","1","0","1","0",NA,"1",1300,"0","0","0","1","0",NA,"5",NA,"0","0","1",NA,NA,NA,"1",NA,NA,1,1300,NA,"1","0",NA,"0","1","0","Striped Marsh Frog","Amphibians",13061,"Amphibians"
"Limnodynastes tasmaniensis","3.37",NA,NA,"0","0","1","0","1","0",NA,"1",1500,"0","0","0","1","0",NA,"8",NA,"0","0","1",NA,NA,NA,NA,NA,NA,1,1500,NA,"1","1",NA,"1","1","0","Spotted Marsh Frog (race unknown)","Amphibians",13063,"Amphibians"
"Limosa lapponica","291.7","0","carnivore","1","0","0","0","0","0","56.6","1",4,"0","0","0","1","0","ground","7","terrestrial","0","0","1",12075.41666545,NA,NA,NA,NA,NA,1,4,NA,"1","0",NA,"0","0","1","Bar-tailed Godwit","Birds",10153,"Waders"
"Liopholis guthega","31.6227766016838","0","omnivore","0","0","0","1","1","1",NA,"4",3,"0",NA,"0",NA,"0",NA,"1",NA,"0","0","1",2190,0,"0","1",0.05,0.01,1,3,"0","0","1","0","1","1","0","Guthega Skink","Reptiles",12432,"Reptiles"
"Liopholis inornata","17.7827941003892","0","omnivore","0","0","0","0","1","1",NA,"1",3,"0",NA,"0",NA,"0",NA,"5",NA,"0","0","1",3650,1,"0","0",0.1,0.02,2,6,"0","0","1","1","0","1","0","Desert Skink","Reptiles",12413,"Reptiles"
"Liopholis montana","29.5120922666639","0","carnivore","1","0","0","0","1","0",NA,"4",4,"0",NA,"0",NA,"0",NA,"1",NA,"0","0","1",3139,0,"0","1",0.05,0.01,1,4,"0","0","0","0","1","1","0","Mountain Skink","Reptiles",12433,"Reptiles"
"Liopholis whitii GROUP","30.9029543251359","0","carnivore","1","0","0","0","1","0",NA,"1",3.5,"0",NA,"0",NA,"0",NA,"5","terrestrial","0","0","1",5000.5,0,"0","1",NA,NA,1,3.5,"0","0","0","0","0","1","0","White's Skink","Reptiles",62430,"Reptiles"
"Lissolepis coventryi","75.8577575029184","0","omnivore","0","0","0","0","1","1",NA,"1",3,"0",NA,"0",NA,"0",NA,"4","terrestrial","0","0","1",3285,0,"0","1",0.02,0.01,1,3,"0","1","0","0","0","1","0","Swamp Skink","Reptiles",12407,"Reptiles"
"Litoria aurea","50","1",NA,"1","0","1","0","1","0",NA,"4",5000,"0","0","0","1","0",NA,"3",NA,"0","0","0",3650,NA,NA,"1",NA,NA,1,5000,NA,"1","0",NA,"0","1","0","Green and Golden Bell Frog","Amphibians",13166,"Amphibians"
"Litoria booroolongensis",NA,NA,NA,"0","0","1","0","1","0",NA,"1",1300,"0","0","0","1","0",NA,"3",NA,"0","0","1",NA,NA,NA,NA,NA,NA,1,1300,NA,"1","0",NA,"1","1","0","Booroolong Tree Frog","Amphibians",13168,"Amphibians"
"Litoria citropa","8.62","1",NA,"0","0","1","0","1","0",NA,"4",1900,"0","0","0","1","0",NA,"3",NA,"0","0","1",NA,NA,NA,NA,NA,NA,1,1900,NA,"1","0",NA,"1","1","0","Blue Mountains Tree Frog","Amphibians",13175,"Amphibians"
"Litoria dentata","4.8","1",NA,"0","0","1","0","1","0",NA,NA,3000,"0","1","0","1","0",NA,NA,NA,"0","0","1",NA,NA,NA,NA,NA,NA,1,3000,NA,"1","0",NA,"0","1","0","Keferstein's Tree Frog","Amphibians",528551,"Amphibians"
"Litoria ewingii","1.69",NA,NA,"0","0","1","0","1","0",NA,"1",700,"0","0","0","1","0",NA,"5",NA,"0","0","1",NA,NA,NA,NA,NA,NA,1,700,NA,"1","0",NA,"0","1","0","Southern Brown Tree Frog","Amphibians",13182,"Amphibians"
"Litoria lesueuri","24","1",NA,"0","0","1","0","1","0",NA,"4",1600,"0","0","0","1","0",NA,"4",NA,"0","0","1",1825,NA,NA,NA,NA,NA,1,1600,NA,"1","0",NA,"0","1","0","Lesueur's Frog","Amphibians",13192,"Amphibians"
"Litoria paraewingi","1.2",NA,NA,"0","0","1","0","1","0",NA,"4",550,"0","0","0","1","0",NA,"4",NA,"0","0","1",NA,NA,NA,NA,NA,NA,1,550,NA,"1","0",NA,"0","1","0","Plains Brown Tree Frog","Amphibians",13203,"Amphibians"
"Litoria peronii","5.88","1",NA,"0","0","1","0","1","0",NA,"1",2390,"1","0","0","1","0",NA,"7",NA,"0","1","1",NA,NA,NA,NA,NA,NA,1,2390,NA,"1","0",NA,"0","1","0","Peron's Tree Frog","Amphibians",13204,"Amphibians"
