"TaxonCode","ScientificName","CommonName","LifeForm","HabitatVicForest","Broad_habitat","OpenCountryTolernat_Jradford","FeedGuild","Diet_viaHlada_simplifiedARI_ReadersDigest","NestGuildVicForest","HollowDep","Status","Migration","TaxonGroup","Weight_mean.g","BroodSize_mean","Egg_mass_Lislevand_g","Mating_System_Lislevand","genus"
10154,"Tringa glareola","Wood Sandpiper","Waders","W","W","O","W","I","X",0,0,"S","waders",55,4,13.5,2,"Tringa"
10157,"Actitis hypoleucos","Common Sandpiper","Waders","W","W","O","W","I","X",0,0,"SP","waders",61,3.585,12.5,2.18181818181818,"Actitis"
10159,"Tringa stagnatilis","Marsh Sandpiper","Waders","W","W","O","W","I","X",0,0,"SP","waders",70,4,14,2.18181818181818,"Tringa"
10161,"Calidris ferruginea","Curlew Sandpiper","Waders","W","W","O","W","I","X",0,0,"SP","waders",57,3.585,12,2.18181818181818,"Calidris"
10162,"Calidris ruficollis","Red-necked Stint","Waders","W","W","O","W","I","X",0,0,"SP","waders",25,3.585,8.3,2,"Calidris"
10163,"Calidris acuminata","Sharp-tailed Sandpiper","Waders","W","W","O","W","I","X",0,0,"S","waders",65,3.585,13.7,4,"Calidris"
10166,"Calidris alba","Sanderling","Waders","W","C","O","W","I","X",0,0,"SP","waders",60,3.9,11.2,1,"Calidris"
10167,"Limicola falcinellus","Broad-billed Sandpiper","Non-passerine Birds","W","C","O","W","I","X",0,0,"S","waders",40,4,9.1,2.18181818181818,"Limicola"
10173,"Stiltia isabella","Australian Pratincole","Non-passerine Birds","W","S","O","W","I","W",0,0,"C","waders",65,1.9,7,2,"Stiltia"
10965,"Calidris subminuta","Long-toed Stint","Waders","W","W","O","W","I","X",0,0,"S","waders",25,3.585,7.5,2.18181818181818,"Calidris"
10978,"Calidris melanotos","Pectoral Sandpiper","Waders","W","W","O","W","I","X",0,0,"S","waders",72.5,4,13.1,5,"Calidris"
10827,"Calidris himantopus","Stilt Sandpiper","Waders","W","W","O","W","I","X",0,1,"V","waders",58,3.585,11.2,2,"Calidris"
10835,"Phalaropus fulicaria","Grey Phalarope","Waders","W","W","O","W","I","X",0,1,"V","waders",56,3.8,7.5,1,"Phalaropus"
10849,"Calidris fuscicollis","White-rumped Sandpiper","Non-passerine Birds","W","W","O","W","I","X",0,1,"V","waders",45,4,10.8,4,"Calidris"
10851,"Charadrius dubius","Little Ringed Plover","Waders","W","W","O","W","I","X",0,1,"V","waders",40,3.9,7.7,2,"Charadrius"
10857,"Calidris minuta","Little Stint","Waders","W","W","O","W","I","X",0,1,"V","waders",25,3.8,6.3,1,"Calidris"
10886,"Steganopus tricolor","Wilsons Phalarope","Waders","W","W","O","W","I","X",0,1,"V","waders",60,3.585,9.4,1,"Steganopus"
10887,"Tryngites subruficollis","Buff-breasted Sandpiper","Waders","W","W","O","W","I","X",0,1,"V","waders",60,4,13,5,"Tryngites"
10888,"Calidris alpina","Dunlin ","Waders","W","W","O","W","I","X",0,1,"V","waders",60,4,10.7,2,"Calidris"
10890,"Calidris bairdii","Bairds Sandpiper","Waders","W","W","O","W","I","X",0,1,"V","waders",40,4,9.6,2,"Calidris"
10895,"Charadrius hiaticula","Ringed Plover","Waders","W","C","O","W","I","X",0,1,"V","waders",60,3.8,10.9,2,"Charadrius"
10932,"Phalaropus lobatus","Red-necked Phalarope","Non-passerine Birds","W","W","O","W","I","X",0,0,"SP","waders",34,3.9,6.3,1,"Phalaropus"
10129,"Arenaria interpres","Ruddy Turnstone","Waders","W","C","O","W","I","X",0,0,"SP","waders75g",115,4,17.9,2,"Arenaria"
10130,"Haematopus longirostris","Pied Oystercatcher","Waders","W","C","O","W","I","W",0,0,"C","waders75g",700,2.1,49,2,"Haematopus"
10131,"Haematopus fuliginosus","Sooty Oystercatcher","Waders","W","C","O","W","I","W",0,0,"N","waders75g",750,1.8,69.5,2,"Haematopus"
10133,"Vanellus miles","Masked Lapwing","Waders","W","W","O","W","I","W",0,0,"C","waders75g",230,3.6,32,2,"Vanellus"
10135,"Vanellus tricolor","Banded Lapwing","Waders","O","O","O","W","I","W",0,0,"C","waders75g",175,3.8,21.6,2,"Vanellus"
10136,"Pluvialis squatarola","Grey Plover","Waders","W","C","O","W","I","X",0,0,"SP","waders75g",250,4,34.2,2,"Pluvialis"
10137,"Pluvialis fulva","Pacific Golden Plover","Waders","W","C","O","W","I","X",0,0,"S","waders75g",147.5,3.9,32.1352941176471,2.21428571428571,"Pluvialis"
10138,"Thinornis rubricollis rubricollis","Hooded Plover","Waders","W","C","O","W","I","W",0,0,"N","waders75g",95,3.9,32.1352941176471,2.21428571428571,"Thinornis"
10141,"Charadrius leschenaultii","Greater Sand Plover","Waders","W","C","O","W","I","X",0,0,"S","waders75g",87.5,2.8,32.1352941176471,2.21428571428571,"Charadrius"
10145,"Charadrius australis","Inland Dotterel","Non-passerine Birds","W","S","O","W","O","W",0,0,"C","waders75g",80,3,32.1352941176471,2,"Charadrius"
10147,"Cladorhynchus leucocephalus","Banded Stilt","Waders","W","W","O","W","I","X",0,0,"E","waders75g",240,3,32.1352941176471,2.21428571428571,"Cladorhynchus"
10148,"Recurvirostra novaehollandiae","Red-necked Avocet","Waders","W","W","O","W","I","W",0,0,"C","waders75g",310,3.9,32.1352941176471,2.21428571428571,"Recurvirostra"
10149,"Numenius madagascariensis","Eastern Curlew","Waders","W","C","O","W","I","X",0,0,"SP","waders75g",900,3.36086956521739,32.1352941176471,2.21428571428571,"Numenius"
10150,"Numenius phaeopus","Whimbrel","Waders","W","C","O","W","I","X",0,0,"SP","waders75g",350,3.7,50,2,"Numenius"
10153,"Limosa lapponica","Bar-tailed Godwit","Waders","W","C","O","W","I","X",0,0,"SP","waders75g",350,3.7,37,2,"Limosa"
10155,"Heteroscelus brevipes","Grey-tailed Tattler","Waders","W","C","O","W","I","X",0,0,"SP","waders75g",125,3.36086956521739,32.1352941176471,2.21428571428571,"Heteroscelus"
10158,"Tringa nebularia","Common Greenshank","Waders","W","W","O","W","I","X",0,0,"SP","waders75g",170,3.9,30.5,2.21428571428571,"Tringa"
10160,"Xenus cinereus","Terek Sandpiper","Waders","W","C","O","W","I","X",0,0,"SP","waders75g",95,3.36086956521739,32.1352941176471,2.21428571428571,"Xenus"
10164,"Calidris canutus","Red Knot","Waders","W","C","O","W","I","X",0,0,"SP","waders75g",120,3.9,19.3,2,"Calidris"
10165,"Calidris tenuirostris","Great Knot","Waders","W","C","O","W","I","X",0,0,"S","waders75g",155,3.36086956521739,22,2.21428571428571,"Calidris"
10168,"Gallinago hardwickii","Lathams Snipe","Non-passerine Birds","W","W","O","W","I","X",0,0,"S","waders75g",190,3.36086956521739,32.1352941176471,2.21428571428571,"Gallinago"
10170,"Rostratula benghalensis australis","Australian Painted Snipe","Non-passerine Birds","W","C","O","W","I","W",0,0,"S","waders75g",127.5,3.36086956521739,32.1352941176471,2.21428571428571,"Rostratula"
10174,"Burhinus grallarius","Bush Stone-curlew","Non-passerine Birds","F","F","F","OT","I","G",0,0,"N","waders75g",647.5,1.9,41.8,2,"Burhinus"
10142,"Charadrius veredus","Oriental Plover","Waders","W","S","O","W","I","X",0,1,"V","waders75g",95,3.36086956521739,32.1352941176471,2.21428571428571,"Charadrius"
10146,"Himantopus himantopus","Black-winged Stilt","Waders","W","W","O","W","I","W",0,0,"C","waders75g",182.5,3.9,21.8,2.21428571428571,"Himantopus"
10151,"Numenius minutus","Little Curlew","Waders","W","S","O","W","I","X",0,1,"V","waders75g",175,3.36086956521739,32.1352941176471,2.21428571428571,"Numenius"
10152,"Limosa limosa","Black-tailed Godwit","Waders","W","W","O","W","I","X",0,0,"SP","waders75g",250,3.9,39,2,"Limosa"
10172,"Glareola maldivarum","Oriental Pratincole","Non-passerine Birds","W","W","O","W","I","X",0,1,"V","waders75g",75,3.36086956521739,32.1352941176471,2.21428571428571,"Glareola"
10175,"Esacus neglectus","Beach Stone-curlew","Non-passerine Birds","W","C","O","W","I","X",0,1,"V","waders75g",1000,1,32.1352941176471,2.21428571428571,"Esacus"
10809,"Tringa flavipes","Lesser Yellowlegs","Waders","W","W","O","W","I","X",0,1,"V","waders75g",80,4,17.4,2,"Tringa"
10815,"Limosa haemastica","Hudsonian Godwit","AVES","W","C","O","W","I","X",0,1,"V","waders75g",255,3.36086956521739,32.1352941176471,2.21428571428571,"Limosa"
10820,"Tringa erythropus","Spotted Redshank","Waders","W","C","O","W","I","X",0,1,"V","waders75g",155,3.36086956521739,32.1352941176471,2.21428571428571,"Tringa"
10891,"Tringa totanus","Common Redshank","AVES","W","W","O","W","I","X",0,1,"V","waders75g",120,3.9,22.3,2.21428571428571,"Tringa"
10934,"Philomachus pugnax","Ruff","Waders","W","W","O","W","I","X",0,0,"S","waders75g",145,3.7,21,5,"Philomachus"
10939,"Limnodromus semipalmatus","Asian Dowitcher","Waders","W","C","O","W","I","X",0,0,"V","waders75g",185,3.36086956521739,32.1352941176471,2.21428571428571,"Limnodromus"
10198,"Cereopsis novaehollandiae","Cape Barren Goose","Non-passerine Birds","W","W","O","W","H","W",0,0,"N","waterbirds1",5000,4.2,137,2,"Cereopsis"
10199,"Anseranas semipalmata","Magpie Goose","Non-passerine Birds","W","W","O","W","H","W",0,0,"C","waterbirds1",2400,9.1,128,2,"Anseranas"
10202,"Chenonetta jubata","Australian Wood Duck","Non-passerine Birds","W","W","O","W","H","W",0,0,"C","waterbirds1",800,10,54,2,"Chenonetta"
10203,"Cygnus atratus","Black Swan","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","waterbirds1",5500,4.6,258,2,"Cygnus"
10204,"Dendrocygna arcuata","Wandering Whistling-Duck","Non-passerine Birds","W","W","O","W","H","W",0,1,"V","waterbirds1",735,10.5,40,2,"Dendrocygna"
10205,"Dendrocygna eytoni","Plumed Whistling-Duck","Non-passerine Birds","W","W","O","W","H","W",0,0,"C","waterbirds1",1000,11,40,2,"Dendrocygna"
10207,"Tadorna tadornoides","Australian Shelduck","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","waterbirds1",1450,9.3,93,2,"Tadorna"
10208,"Anas superciliosa","Pacific Black Duck","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","waterbirds1",1036,11,63,2,"Anas"
10210,"Anas castanea","Chestnut Teal","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","waterbirds1",650,9.5,40,2,"Anas"
10211,"Anas gracilis","Grey Teal","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","waterbirds1",488.5,8.3,90.9578947368421,2,"Anas"
10212,"Anas rhynchotis","Australasian Shoveler","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","waterbirds1",650,10,43.2,2,"Anas"
10213,"Malacorhynchus membranaceus","Pink-eared Duck","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","waterbirds1",375,7.2,90.9578947368421,2,"Malacorhynchus"
10214,"Stictonetta naevosa","Freckled Duck","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","waterbirds1",910,6,66,2,"Stictonetta"
10215,"Aythya australis","Hardhead","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","waterbirds1",850,11,60,2.15789473684211,"Aythya"
10216,"Oxyura australis","Blue-billed Duck","Non-passerine Birds","W","W","O","W","C","W",0,0,"C","waterbirds1",850,5.5,90,2,"Oxyura"
10217,"Biziura lobata","Musk Duck","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","waterbirds1",1975,2.8,128,5,"Biziura"
10200,"Nettapus coromandelianus","Cotton Pygmy-goose","Non-passerine Birds","W","W","O","W","H","W",0,1,"V","waterbirds1",391.5,11.5,27,2,"Nettapus"
10209,"Anas querquedula","Garganey","Non-passerine Birds","W","W","O","W","I","W",0,1,"V","waterbirds1",390,8.5,27,2.15789473684211,"Anas"
10905,"Anas clypeata","Northern Shoveler","Non-passerine Birds","W","W","O","W","I","W",0,1,"V","waterbirds1",755,9.2,40,2,"Anas"
10906,"Cygnus olor","Mute Swan","Non-passerine Birds","W","W","O","W","H","W",0,0,"X","waterbirds1",10750,5.3,340,2,"Cygnus"
10948,"Anas platyrhynchos","Northern Mallard","Non-passerine Birds","W","W","O","W","I","W",0,0,"N","waterbirds1",1500,10.5,54,2,"Anas"
19067,"Cairina moschata","Muscovy Duck","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","waterbirds1",1831.2380952381,8.33333333333333,90.9578947368421,2.15789473684211,"Cairina"
10045,"Lewinia pectoralis pectoralis","Lewins Rail","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","waterbirds2",87.5,4.91,23.58,2,"Lewinia"
10046,"Gallirallus philippensis","Buff-banded Rail","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","waterbirds2",180,4.7,15.3,2,"Gallirallus"
10049,"Porzana fluminea","Australian Spotted Crake","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","waterbirds2",60,4.6,8.9,2,"Porzana"
10050,"Porzana pusilla palustris","Baillons Crake","Non-passerine Birds","W","W","O","W","I","W",0,0,"S","waterbirds2",30,4.91,23.58,2,"Porzana"
10051,"Porzana tabuensis","Spotless Crake","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","waterbirds2",45,2.6,8.3,2,"Porzana"
10055,"Gallinula ventralis","Black-tailed Native-hen","Non-passerine Birds","W","W","O","W","H","W",0,0,"C","waterbirds2",400,5.9,24,2,"Gallinula"
10056,"Gallinula tenebrosa","Dusky Moorhen","Non-passerine Birds","W","W","O","W","O","W",0,0,"N","waterbirds2",525,8,34,2,"Gallinula"
10058,"Porphyrio porphyrio","Purple Swamphen","Non-passerine Birds","W","W","O","W","H","W",0,0,"N","waterbirds2",950,4,41.5,2,"Porphyrio"
10059,"Fulica atra","Eurasian Coot","Non-passerine Birds","W","W","O","W","H","W",0,0,"C","waterbirds2",545,8,36.5,2,"Fulica"
10060,"Podiceps cristatus","Great Crested Grebe","Non-passerine Birds","W","W","O","W","C","W",0,0,"C","waterbirds2",1100,3.8,39.5,2,"Podiceps"
10061,"Tachybaptus novaehollandiae","Australasian Grebe","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","waterbirds2",165,4.1,12,2,"Tachybaptus"
10062,"Poliocephalus poliocephalus","Hoary-headed Grebe","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","waterbirds2",240,3.4,15.8,2,"Poliocephalus"
10195,"Ixobrychus minutus dubius","Little Bittern","Non-passerine Birds","W","W","F","W","C","W",0,0,"V","otherBirds",85,5.5,13,2.22448979591837,"Ixobrychus"
19010,"Dasyornis broadbenti broadbenti","Rufous Bristlebird (coorong subsp)","Passerine Birds","W","F","F","W","I","W",0,0,"V","passerine75g",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Dasyornis"
19011,"Dasyornis broadbenti caryochrus","Rufous Bristlebird (Otways subsp)","Passerine Birds","W","F","F","W","I","W",0,0,"V","passerine75g",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Dasyornis"
60291,"Barnardius zonarius barnardi","Mallee Ringneck","Non-passerine Birds","W","F","F","W","I","W",0,0,"V","parrots",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Barnardius"
10006,"Megapodius reinwardt","Orange-footed Scrubfowl","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Megapodius"
10036,"Phaps histrionica","Flock Bronzewing","AVES","W","S","O","W","G","W",0,0,"V","MISSING",289.2,2,9.6,2.22448979591837,"Phaps"
10053,"Amaurornis olivaceus","Bush-hen","Non-passerine Birds","W","W","F","W","O","W",0,0,"V","MISSING",191.5,5.5,37.2277192982456,2.22448979591837,"Amaurornis"
10103,"Sula sula","Red-footed Booby","AVES","W","CP","O","W","C","W",0,0,"V","MISSING",998,1,53,2,"Sula"
10105,"Sula dactylatra","Masked Booby","AVES","W","CP","O","W","C","W",0,0,"V","MISSING",2266.65,1.6,77,2,"Sula"
10116,"Thalasseus bengalensis","Thalasseus bengalensis","AVES","W","W","O","W","C","W",0,0,"V","MISSING",1613.16038961039,1,37.2277192982456,2.22448979591837,"Thalasseus"
10124,"Anous minutus","Black Noddy","Non-passerine Birds","W","F","F","W","I","W",0,0,"V","MISSING",114.5,1,25.1,2,"Anous"
10156,"Tringa incana","Wandering Tattler","AVES","W","F","F","W","I","W",0,0,"V","MISSING",108.5,3.25061728395062,37.2277192982456,2.22448979591837,"Tringa"
10171,"Irediparra gallinacea","Comb-crested Jacana","AVES","W","W","O","W","H","W",0,0,"V","MISSING",113.5,4,37.2277192982456,1,"Irediparra"
10201,"Nettapus pulchellus","Green Pygmy-Goose","AVES","W","O","F","W","H","W",0,0,"V","MISSING",307,10,30,2,"Nettapus"
10206,"Tadorna radjah","Radjah Shelduck","AVES","W","W","O","W","I","W",0,0,"V","MISSING",886.5,9,59,2,"Tadorna"
10223,"Erythrotriorchis radiatus","Red Goshawk","AVES","W","F","F","W","C","W",0,0,"V","MISSING",937.5,1.5,37.2277192982456,2.22448979591837,"Erythrotriorchis"
10227,"Milvus indus","Brahminy Kite","Non-passerine Birds","W","C","F","W","C","W",0,0,"V","MISSING",1613.16038961039,1.5,37.2277192982456,2.22448979591837,"Milvus"
10234,"Aviceda subcristata","Pacific Baza","Non-passerine Birds","W","F","T","W","C","W",0,0,"V","MISSING",308,2.5,29,2,"Aviceda"
10275,"Eclectus roratus","Eclectus Parrot","AVES","W","F","F","W","FG","W",0,0,"V","MISSING",561.15,2,37.2277192982456,2,"Eclectus"
10280,"Aprosmictus erythropterus","Red-winged Parrot","Non-passerine Birds","W","F","T","W","FG","W",0,0,"V","MISSING",165,5,11.5,2,"Aprosmictus"
10285,"Platycercus caledonicus","Green Rosella","AVES","W","F","F","W","G","W",0,0,"V","parrots",133.35,6,8.8,2,"Platycercus"
10286,"Platycercus adscitus","Pale-headed Rosella","Non-passerine Birds","W","F","T","W","G","W",0,0,"V","parrots",111.9,6,7,2,"Platycercus"
10289,"Platycercus icterotis","Western Rosella","Non-passerine Birds","W","F","T","W","FG","W",0,0,"V","parrots",63.65,5.6,6.1,2.22448979591837,"Platycercus"
10290,"Purpureicephalus spurius","Red-capped Parrot","Non-passerine Birds","W","F","F","W","G","W",0,0,"V","MISSING",115.25,5.3,7.15,2,"Purpureicephalus"
10293,"Barnardius zonarius semitorquatus","[Twenty Eight Parrot]","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Barnardius"
10298,"Northiella haematogaster narethae","[Naretha Blue Bonnet]","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Northiella"
10300,"Psephotus chrysopterygius","Golden-shouldered Parrot","AVES","W","F","T","W","G","W",0,0,"V","MISSING",41.5,5.6,2.9,2,"Psephotus"
10301,"Psephotus dissimilis","Hooded Parrot","AVES","W","F","T","W","G","W",0,0,"V","MISSING",48.15,4.3,37.2277192982456,2,"Psephotus"
10304,"Neopsephotus bourkii","Bourke's Parrot","AVES","W","F","F","W","G","W",0,0,"V","MISSING",44.45,3.5,3.75,2,"Neopsephotus"
10308,"Neophema petrophila","Rock Parrot","AVES","W","S","O","W","FG","W",0,0,"V","MISSING",53.25,4.5,4.85,2,"Neophema"
10314,"Podargus ocellatus","Marbled Frogmouth","AVES","W","F","F","W","I","W",0,0,"V","MISSING",237.25,1.5,13.5,2,"Podargus"
10327,"Todiramphus chloris","Collared Kingfisher","AVES","W","W","O","W","I","W",0,0,"V","MISSING",72.6,3.2,12,2,"Todiramphus"
10332,"Caprimulgus macrurus","Large-tailed Nightjar","AVES","W","F","F","W","I","W",0,0,"V","MISSING",67.3,2,7.7,2,"Caprimulgus"
10333,"Aerodramus terraereginae","Australian Swiftlet","Non-passerine Birds","W","O","F","W","I","W",0,0,"V","MISSING",10.5,3.25061728395062,37.2277192982456,2.22448979591837,"Aerodramus"
10345,"Chalcites minutillus","Little Bronze-Cuckoo","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Chalcites"
10346,"Chalcites minutillus russatus","Gould's Bronze-Cuckoo","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,3.25061728395062,37.2277192982456,2.22448979591837,"Chalcites"
10349,"Centropus phasianinus","Pheasant Coucal","AVES","W","S","T","W","I","W",0,0,"V","MISSING",373.5,3.4,18,2,"Centropus"
10351,"Menura alberti","Albert's Lyrebird","AVES","W","F","F","W","I","W",0,0,"V","MISSING",927.8,1,37.2277192982456,2.22448979591837,"Menura"
10352,"Pitta versicolor","Noisy Pitta","AVES","W","F","F","W","I","W",0,0,"V","MISSING",98.75,3.5,10,2.22448979591837,"Pitta"
10355,"Atrichornis rufescens","Rufous Scrub-bird","Passerine Birds","W","F","F","W","I","W",0,0,"V","MISSING",37,2,37.2277192982456,2.22448979591837,"Atrichornis"
10372,"Myiagra alecto","Shining Flycatcher","AVES","W","F","F","W","I","W",0,0,"V","MISSING",21,2.5,37.2277192982456,2,"Myiagra"
10376,"Monarcha leucotis","White-eared Monarch","AVES","W","F","F","W","I","W",0,0,"V","MISSING",12.8,2,37.2277192982456,2,"Monarcha"
10406,"Pachycephala simplex","Grey Whistler","AVES","W","F","F","W","I","W",0,0,"V","MISSING",16.7,2,2.84,2,"Pachycephala"
10413,"Colluricincla megarhyncha","Little Shrike-thrush","AVES","W","F","F","W","I","W",0,0,"V","MISSING",34.05,2.5,4.4,2,"Colluricincla"
10414,"Colluricincla boweri","Bower's Shrike-thrush","AVES","W","F","F","W","I","W",0,0,"V","MISSING",43.85,2,6.15,2.22448979591837,"Colluricincla"
10428,"Coracina lineata","Barred Cuckoo-shrike","AVES","W","F","F","W","FG","W",0,0,"V","MISSING",1613.16038961039,2,37.2277192982456,2.22448979591837,"Coracina"
10431,"Lalage leucomela","Varied Triller","AVES","W","F","F","W","I","W",0,0,"V","MISSING",1613.16038961039,1,37.2277192982456,2.22448979591837,"Lalage"
10434,"Orthonyx temminckii","Logrunner","AVES","W","F","F","W","I","W",0,0,"V","MISSING",58.15,2,6.8,2,"Orthonyx"
10451,"Epthianura crocea","Yellow Chat","AVES","W","S","F","W","I","W",0,0,"V","MISSING",9.2,3,1.13,2,"Epthianura"
10452,"Ashbyia lovensis","Gibberbird (or Desert Chat)","Passerine Birds","W","O","F","W","I","W",0,0,"V","MISSING",17,3,2.38,2.22448979591837,"Ashbyia"
10456,"Gerygone palpebrosa","Fairy Gerygone","AVES","W","F","F","W","I","W",0,0,"V","MISSING",7.5,2,1.5,2.22448979591837,"Gerygone"
10457,"Gerygone magnirostris","Large-billed Gerygone","AVES","W","F","F","W","I","W",0,0,"V","MISSING",7.1,2.5,1.33,2,"Gerygone"
10460,"Gerygone levigaster","Mangrove Gerygone","AVES","W","Mangroves","F","W","I","W",0,0,"V","MISSING",6.15,3,37.2277192982456,2,"Gerygone"
10469,"Aphelocephala nigricincta","Banded Whiteface","Passerine Birds","W","S","F","W","O","W",0,0,"V","MISSING",11,2.5,1.52,2.22448979591837,"Aphelocephala"
10493,"Sericornis citreogularis","Yellow-throated Scrubwren","AVES","W","F","F","W","I","W",0,0,"V","MISSING",16.4,2.5,3.88,2,"Sericornis"
10496,"Oreoscopus gutturalis","Fernwren","AVES","W","F","F","W","I","W",0,0,"V","MISSING",16.6,2,3.25,2.22448979591837,"Oreoscopus"
10505,"Origma solitaria","Rockwarbler","AVES","W","F","F","W","I","W",0,0,"V","MISSING",14.35,3,2.57,2.22448979591837,"Origma"
10512,"Amytornis textilis","Thick-billed Grasswren","Passerine Birds","W","S","F","W","G","W",0,0,"V","MISSING",23.5,2,2.79,2.22448979591837,"Amytornis"
10515,"Amytornis goyderi","Eyrean Grasswren","Passerine Birds","W","O","F","W","G","W",0,0,"V","MISSING",17,2.5,37.2277192982456,2.22448979591837,"Amytornis"
10518,"Amytornis housei","Black Grasswren","Passerine Birds","W","S","F","W","O","W",0,0,"V","MISSING",32,2,37.2277192982456,2.22448979591837,"Amytornis"
10523,"Megalurus timoriensis","Tawny Grassbird","AVES","W","S","O","W","I","W",0,0,"V","MISSING",29,2.5,2.98,2,"Megalurus"
10528,"Stipiturus ruficeps","Rufous-crowned Emu-Wren","AVES","W","S","F","W","I","W",0,0,"V","MISSING",4.95,2.5,1.14,2.22448979591837,"Stipiturus"
10540,"Malurus pulcherrimus","Blue-breasted Fairy-wren","AVES","W","F","F","W","I","W",0,0,"V","MISSING",9.2,3,1.25,2,"Malurus"
10541,"Malurus melanocephalus","Red-backed Fairy-wren","AVES","W","S","T","W","I","W",0,0,"V","MISSING",7.9,3.5,1.14,2,"Malurus"
10542,"Malurus coronatus","Purple-crowned Fairy-wren","AVES","W","S","F","W","I","W",0,0,"V","MISSING",11.1,2.5,1.46,2,"Malurus"
10570,"Pardalotus rubricatus","Red-browed Pardalote","AVES","W","F","F","W","I","W",0,0,"V","passerine10g",10.85,3.5,1.96,2,"Pardalotus"
10571,"Pardalotus quadragintus","Forty-spotted Pardalote","AVES","W","F","F","W","I","W",0,0,"V","passerine10g",10.7,4,1.4,2,"Pardalotus"
10572,"Nectarinia jugularis","Olive-backed Sunbird","AVES","W","F","F","W","N","W",0,0,"V","MISSING",8.65,1.5,1.17,2,"Nectarinia"
10639,"Anthochaera paradoxa","Yellow Wattlebird","Passerine Birds","W","F","F","W","N","W",0,0,"V","MISSING",149,2.5,9.8,2,"Anthochaera"
10654,"Emblema pictum","Painted Finch","AVES","W","S","F","W","G","W",0,0,"V","MISSING",1613.16038961039,3.5,37.2277192982456,2.22448979591837,"Emblema"
10658,"Lonchura flaviprymna","Yellow-rumped Mannikin","AVES","W","S","F","W","G","W",0,0,"V","MISSING",1613.16038961039,4.5,37.2277192982456,2.22448979591837,"Lonchura"
10663,"Neochmia ruficauda","Star Finch","Passerine Birds","W","S","F","W","G","W",0,0,"V","MISSING",10,4,1.08,2,"Neochmia"
10664,"Neochmia phaeton","Crimson Finch","AVES","W","S","F","W","G","W",0,0,"V","MISSING",1613.16038961039,5.5,1.15,2,"Neochmia"
10666,"Poephila acuticauda","Long-tailed Finch","AVES","W","F","F","W","G","W",0,0,"V","MISSING",1613.16038961039,5.5,37.2277192982456,2.22448979591837,"Poephila"
10667,"Poephila cincta","Black-throated Finch","AVES","W","S","F","W","G","W",0,0,"V","MISSING",1613.16038961039,4.5,1.3,2,"Poephila"
10674,"Aplonis metallica","Metallic Starling","Passerine Birds","W","F","F","W","F","W",0,0,"V","MISSING",57,2.5,5.9,2,"Aplonis"
10676,"Ailuroedus crassirostris","Green Catbird","Passerine Birds","W","F","F","W","F","W",0,0,"V","MISSING",209,2,21.6,2,"Ailuroedus"
10677,"Ailuroedus melanotis","Spotted Catbird","Passerine Birds","W","F","F","W","F","W",0,0,"V","MISSING",171,3.25061728395062,37.2277192982456,2.22448979591837,"Ailuroedus"
10683,"Ptilonorhynchus nuchalis","Great Bowerbird","AVES","W","F","T","W","F","W",0,0,"V","MISSING",1613.16038961039,1.5,18.1,5,"Ptilonorhynchus"
10684,"Sericulus chrysocephalus","Regent Bowerbird","AVES","W","F","F","W","F","W",0,0,"V","MISSING",74,2,13.8,5,"Sericulus"
10686,"Ptiloris paradiseus","Paradise Riflebird","AVES","W","F","F","W","I","W",0,0,"V","MISSING",120.5,2,37.2277192982456,2.22448979591837,"Ptiloris"
10692,"Corvus orru","Torresian Crow","AVES","W","F","O","W","I","W",0,0,"V","MISSING",1613.16038961039,4,37.2277192982456,2.22448979591837,"Corvus"
10696,"Strepera fuliginosa","Black Currawong","AVES","W","F","F","W","C","W",0,0,"V","MISSING",377,3,37.2277192982456,2.22448979591837,"Strepera"
